context,prompt,answer
"El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.","El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.
----
Pregunta: En honor a qui es va nomenar el Kearney Boulevard?
Resposta: M. Theo Kearney
----
Pregunta: Entre quins dos carrers del Kearney Boulevard residien els afroamericans rics?
Resposta: el carrer Fresno i l’avinguda Thorne
----
Pregunta: Quin tipus d’arbres voreja el Kearney Boulevard?
Resposta:",palmeres ben altes
"El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.","El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.
----
Pregunta: En honor a qui es va nomenar el Kearney Boulevard?
Resposta: M. Theo Kearney
----
Pregunta: Quin tipus d’arbres voreja el Kearney Boulevard?
Resposta: palmeres ben altes
----
Pregunta: Entre quins dos carrers del Kearney Boulevard residien els afroamericans rics?
Resposta:",el carrer Fresno i l’avinguda Thorne
"El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.","El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.
----
Pregunta: Quin tipus d’arbres voreja el Kearney Boulevard?
Resposta: palmeres ben altes
----
Pregunta: Entre quins dos carrers del Kearney Boulevard residien els afroamericans rics?
Resposta: el carrer Fresno i l’avinguda Thorne
----
Pregunta: Quin nom va rebre una zona del Kearney Boulevard en un esforç per canviar-ne la imatge?
Resposta:",Brookhaven
"El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.","El barri inclou el Kearney Boulevard, anomenat així en honor a l’empresari i milionari de principis de segle XX, M. Theo Kearney, i que s’estén des del carrer Fresno, al sud-oest de Fresno, uns 32 km en direcció oest fins a Kerman, Califòrnia. Una petita carretera rural de dos carrils en la major part del seu recorregut, el Kearney Boulevard està vorejat de palmeres ben altes. El tram d’aproximadament mitja milla de Kearney Boulevard entre el carrer Fresno i l’avinguda Thorne en el seu moment va ser el barri preferit de les famílies afroamericanes benestants de Fresno. Una altra zona, Brookhaven, a la part sud de West Side, al sud de Jensen i a l’oest d’Elm, va rebre el nom de Fresno City Council en un esforç per revitalitzar la imatge del barri. La subdivisió aïllada durant anys es va conèixer com “Dogg Pound” fent referència a una colla local, i a finals del 2008 encara era coneguda pels seus alts nivells de delictes amb violència.
----
Pregunta: Entre quins dos carrers del Kearney Boulevard residien els afroamericans rics?
Resposta: el carrer Fresno i l’avinguda Thorne
----
Pregunta: Quin nom va rebre una zona del Kearney Boulevard en un esforç per canviar-ne la imatge?
Resposta: Brookhaven
----
Pregunta: Quina zona de Brookhaven és encara coneguda pels seus alts nivells de delinqüència?
Resposta:",La subdivisió aïllada
"El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.","El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.
----
Pregunta: A escala internacional, les posicions competitives de quin sector es veuen afectades?
Resposta: automòbils
----
Pregunta: En quina àrea la crisi del petroli va fer que les companyies petrolieres augmentessin el subministrament de petroli?
Resposta: l’Àrtic
----
Pregunta: Què té una influència negativa sobre l’economia dels Estats Units?
Resposta:",El bloqueig
"El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.","El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.
----
Pregunta: En quina àrea la crisi del petroli va fer que les companyies petrolieres augmentessin el subministrament de petroli?
Resposta: l’Àrtic
----
Pregunta: Quant de temps triguen els nous jaciments a assolir una producció de petroli significativa?
Resposta: de cinc a deu anys
----
Pregunta: A escala internacional, les posicions competitives de quin sector es veuen afectades?
Resposta:",automòbils
"El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.","El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.
----
Pregunta: A escala internacional, les posicions competitives de quin sector es veuen afectades?
Resposta: automòbils
----
Pregunta: En quina àrea la crisi del petroli va fer que les companyies petrolieres augmentessin el subministrament de petroli?
Resposta: l’Àrtic
----
Pregunta: Quant de temps triguen els nous jaciments a assolir una producció de petroli significativa?
Resposta: de cinc a deu anys
----
Pregunta: De quin caire són els problemes amb impactes tant inflacionaris com deflacionaris?
Resposta:",macroeconòmics
"El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.","El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.
----
Pregunta: Quant de temps triguen els nous jaciments a assolir una producció de petroli significativa?
Resposta: de cinc a deu anys
----
Pregunta: En quina àrea la crisi del petroli va fer que les companyies petrolieres augmentessin el subministrament de petroli?
Resposta:",l’Àrtic
"El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.","El bloqueig va influir negativament en l’economia dels Estats Units ja que va provocar exigències immediates per fer front a les amenaces a la seguretat energètica dels EUA. A escala internacional, l’augment del preu va canviar les posicions competitives de molts sectors, com el dels automòbils. Els problemes macroeconòmics consistien en impactes tant inflacionaris com deflacionaris. El bloqueig va fer que les empreses petrolieres busquessin noves formes d’augmentar els subministraments de petroli, fins i tot en terrenys escabrosos com és l’Àrtic. La recerca de petroli i el desenvolupament de nous jaciments solen requerir de cinc a deu anys abans d’assolir una producció significativa.
----
Pregunta: Què té una influència negativa sobre l’economia dels Estats Units?
Resposta: El bloqueig
----
Pregunta: En quina àrea la crisi del petroli va fer que les companyies petrolieres augmentessin el subministrament de petroli?
Resposta: l’Àrtic
----
Pregunta: Quant de temps triguen els nous jaciments a assolir una producció de petroli significativa?
Resposta:",de cinc a deu anys
"El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.","El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.
----
Pregunta: Com es diu l’últim episodi pel qual Dudley Simpson va composar la música?
Resposta: Les banyes de Nimon
----
Pregunta: A quin episodi Dudley Simpson fa el paper de director d’orquestra?
Resposta: Les urpes de Weng-Chiang
----
Pregunta: Qui va ser el col·laborador musical més freqüent de Doctor Who durant els primers 15 anys de sèrie?
Resposta:",Dudley Simpson
"El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.","El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.
----
Pregunta: Qui va ser el col·laborador musical més freqüent de Doctor Who durant els primers 15 anys de sèrie?
Resposta: Dudley Simpson
----
Pregunta: Com es diu l’últim episodi pel qual Dudley Simpson va composar la música?
Resposta: Les banyes de Nimon
----
Pregunta: A quin episodi Dudley Simpson fa el paper de director d’orquestra?
Resposta: Les urpes de Weng-Chiang
----
Pregunta: Per a quin episodi de Doctor Who, Simpson va fer el seu primer treball?
Resposta:",El planeta dels gegants
"El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.","El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.
----
Pregunta: Qui va ser el col·laborador musical més freqüent de Doctor Who durant els primers 15 anys de sèrie?
Resposta: Dudley Simpson
----
Pregunta: Per a quin episodi de Doctor Who, Simpson va fer el seu primer treball?
Resposta: El planeta dels gegants
----
Pregunta: Quines van ser les dècades més actives de Dudley Simpson a Doctor Who?
Resposta:",els anys 60 i 70
"El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.","El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.
----
Pregunta: Qui va ser el col·laborador musical més freqüent de Doctor Who durant els primers 15 anys de sèrie?
Resposta: Dudley Simpson
----
Pregunta: Quines van ser les dècades més actives de Dudley Simpson a Doctor Who?
Resposta: els anys 60 i 70
----
Pregunta: Com es diu l’últim episodi pel qual Dudley Simpson va composar la música?
Resposta:",Les banyes de Nimon
"El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.","El col·laborador musical més freqüent durant els primers 15 anys va ser Dudley Simpson, també ben conegut pel seu tema i la seva ambientació musical d’Els corsaris de Blake, i per la seva inquietant música temàtica i partitura per a la versió original dels anys 70 de La gent del demà. El primer treball que Simpson va fer per a Doctor Who va ser a El planeta dels gegants (1964) i va continuar composant la música de moltes de les aventures que es van dur a terme els anys 60 i 70, inclosa la majoria de les històries dels períodes de Jon Pertwee i Tom Baker. La seva última composició va ser per al capítol Les banyes de Nimon (1979). També va fer un cameo a Les urpes de Weng-Chiang interpretant un director d’orquestra.
----
Pregunta: Qui va ser el col·laborador musical més freqüent de Doctor Who durant els primers 15 anys de sèrie?
Resposta: Dudley Simpson
----
Pregunta: Per a quin episodi de Doctor Who, Simpson va fer el seu primer treball?
Resposta: El planeta dels gegants
----
Pregunta: Com es diu l’últim episodi pel qual Dudley Simpson va composar la música?
Resposta: Les banyes de Nimon
----
Pregunta: A quin episodi Dudley Simpson fa el paper de director d’orquestra?
Resposta:",Les urpes de Weng-Chiang
"El concepte de nombre primer és tan important que s’ha generalitzat de diferents maneres en diverses branques de les matemàtiques. En general, ""primer"" indica la minimalitat o la indescomposibilitat, en un sentit adequat. Per exemple, el camp de nombres primers és el subcamp més petit d’un camp F que conté tant 0 com 1. És Q o el camp finit amb elements p, d'on prové el nom. Sovint es pretén un segon significat addicional mitjançant la paraula primer; és a dir, que qualsevol objecte es pot descompondre, essencialment de manera única, en els seus components primers. Per exemple, en la teoria de nusos, un nus primer és un nus que és indescomponible en el sentit que no es pot escriure com la suma de nusos de dos nusos no trivials. Qualsevol nus es pot expressar de manera única com una suma connectada de nusos primers. Els models de primers i 3-varietats de primers són altres exemples d’aquest tipus.","El concepte de nombre primer és tan important que s’ha generalitzat de diferents maneres en diverses branques de les matemàtiques. En general, ""primer"" indica la minimalitat o la indescomposibilitat, en un sentit adequat. Per exemple, el camp de nombres primers és el subcamp més petit d’un camp F que conté tant 0 com 1. És Q o el camp finit amb elements p, d'on prové el nom. Sovint es pretén un segon significat addicional mitjançant la paraula primer; és a dir, que qualsevol objecte es pot descompondre, essencialment de manera única, en els seus components primers. Per exemple, en la teoria de nusos, un nus primer és un nus que és indescomponible en el sentit que no es pot escriure com la suma de nusos de dos nusos no trivials. Qualsevol nus es pot expressar de manera única com una suma connectada de nusos primers. Els models de primers i 3-varietats de primers són altres exemples d’aquest tipus.
----
Pregunta: Per a un camp F que conté 0 i 1, quin seria el camp primer?
Resposta: el subcamp més petit
----
Pregunta: Com es pot indicar de manera distintiva qualsevol nus?
Resposta: com una suma connectada de nusos primers
----
Pregunta: Què suggereix normalment la paraula primer?
Resposta:",la minimalitat o la indescomposibilitat
"El concepte de nombre primer és tan important que s’ha generalitzat de diferents maneres en diverses branques de les matemàtiques. En general, ""primer"" indica la minimalitat o la indescomposibilitat, en un sentit adequat. Per exemple, el camp de nombres primers és el subcamp més petit d’un camp F que conté tant 0 com 1. És Q o el camp finit amb elements p, d'on prové el nom. Sovint es pretén un segon significat addicional mitjançant la paraula primer; és a dir, que qualsevol objecte es pot descompondre, essencialment de manera única, en els seus components primers. Per exemple, en la teoria de nusos, un nus primer és un nus que és indescomponible en el sentit que no es pot escriure com la suma de nusos de dos nusos no trivials. Qualsevol nus es pot expressar de manera única com una suma connectada de nusos primers. Els models de primers i 3-varietats de primers són altres exemples d’aquest tipus.","El concepte de nombre primer és tan important que s’ha generalitzat de diferents maneres en diverses branques de les matemàtiques. En general, ""primer"" indica la minimalitat o la indescomposibilitat, en un sentit adequat. Per exemple, el camp de nombres primers és el subcamp més petit d’un camp F que conté tant 0 com 1. És Q o el camp finit amb elements p, d'on prové el nom. Sovint es pretén un segon significat addicional mitjançant la paraula primer; és a dir, que qualsevol objecte es pot descompondre, essencialment de manera única, en els seus components primers. Per exemple, en la teoria de nusos, un nus primer és un nus que és indescomponible en el sentit que no es pot escriure com la suma de nusos de dos nusos no trivials. Qualsevol nus es pot expressar de manera única com una suma connectada de nusos primers. Els models de primers i 3-varietats de primers són altres exemples d’aquest tipus.
----
Pregunta: Què suggereix normalment la paraula primer?
Resposta: la minimalitat o la indescomposibilitat
----
Pregunta: Com es pot indicar de manera distintiva qualsevol nus?
Resposta: com una suma connectada de nusos primers
----
Pregunta: Per a un camp F que conté 0 i 1, quin seria el camp primer?
Resposta:",el subcamp més petit
"El concepte de nombre primer és tan important que s’ha generalitzat de diferents maneres en diverses branques de les matemàtiques. En general, ""primer"" indica la minimalitat o la indescomposibilitat, en un sentit adequat. Per exemple, el camp de nombres primers és el subcamp més petit d’un camp F que conté tant 0 com 1. És Q o el camp finit amb elements p, d'on prové el nom. Sovint es pretén un segon significat addicional mitjançant la paraula primer; és a dir, que qualsevol objecte es pot descompondre, essencialment de manera única, en els seus components primers. Per exemple, en la teoria de nusos, un nus primer és un nus que és indescomponible en el sentit que no es pot escriure com la suma de nusos de dos nusos no trivials. Qualsevol nus es pot expressar de manera única com una suma connectada de nusos primers. Els models de primers i 3-varietats de primers són altres exemples d’aquest tipus.","El concepte de nombre primer és tan important que s’ha generalitzat de diferents maneres en diverses branques de les matemàtiques. En general, ""primer"" indica la minimalitat o la indescomposibilitat, en un sentit adequat. Per exemple, el camp de nombres primers és el subcamp més petit d’un camp F que conté tant 0 com 1. És Q o el camp finit amb elements p, d'on prové el nom. Sovint es pretén un segon significat addicional mitjançant la paraula primer; és a dir, que qualsevol objecte es pot descompondre, essencialment de manera única, en els seus components primers. Per exemple, en la teoria de nusos, un nus primer és un nus que és indescomponible en el sentit que no es pot escriure com la suma de nusos de dos nusos no trivials. Qualsevol nus es pot expressar de manera única com una suma connectada de nusos primers. Els models de primers i 3-varietats de primers són altres exemples d’aquest tipus.
----
Pregunta: Què suggereix normalment la paraula primer?
Resposta: la minimalitat o la indescomposibilitat
----
Pregunta: Què significa que un nus es considera indescomponible?
Resposta: no es pot escriure com la suma de nusos de dos nusos no trivials
----
Pregunta: Com es pot indicar de manera distintiva qualsevol nus?
Resposta:",com una suma connectada de nusos primers
